date,ticker,close,volume
2022-08-08,SCNC,74.55,1580001
2022-08-09,SCNC,77.31,1663330
2022-08-10,SCNC,77.81,876117
2022-08-11,SCNC,75.64,1611250
2022-08-12,SCNC,75.78,524484
2022-08-15,SCNC,76.02,743143
2022-08-16,SCNC,77.53,1244177
2022-08-17,SCNC,77.07,834573
2022-08-18,SCNC,76.5,772912
2022-08-19,SCNC,76.54,693437
2022-08-22,SCNC,79.01,1457830
2022-08-23,SCNC,82.59,2013995
2022-08-24,SCNC,81.16,1149739
2022-08-25,SCNC,79.53,1237602
2022-08-26,SCNC,78.19,1223639
2022-08-29,SCNC,76.91,1090581
2022-08-30,SCNC,77.25,789616
2022-08-31,SCNC,77.08,717260
2022-09-01,SCNC,76.16,1147619
2022-09-02,SCNC,74.56,1242950
2022-09-05,SCNC,73.55,1085404
2022-09-06,SCNC,74.18,800436
2022-09-07,SCNC,73.17,1020410
2022-09-08,SCNC,70.74,1558759
2022-09-09,SCNC,70.14,888874
2022-09-12,SCNC,70.53,670495
2022-09-13,SCNC,71.49,946590
2022-09-14,SCNC,72.31,1002990
2022-09-15,SCNC,68.99,2034780
2022-09-16,SCNC,67.66,1281273
2022-09-19,SCNC,67.07,771811
2022-09-20,SCNC,66.64,754193
2022-09-21,SCNC,67.06,804932
2022-09-22,SCNC,66.73,739363
2022-09-23,SCNC,68.93,1566529
2022-09-26,SCNC,71.78,1712047
2022-09-27,SCNC,72.45,859923
2022-09-28,SCNC,73.61,1100452
2022-09-29,SCNC,70.63,1761806
2022-09-30,SCNC,71.33,880790
2022-10-03,SCNC,70.33,926351
2022-10-04,SCNC,68.87,1337458
2022-10-05,SCNC,63.81,3083861
2022-10-06,SCNC,66.03,1545785
2022-10-07,SCNC,66.82,941616
2022-10-10,SCNC,65.72,1026224
2022-10-11,SCNC,67.43,1373261
2022-10-12,SCNC,65.65,1482907
2022-10-13,SCNC,69.34,2357713
2022-10-14,SCNC,70.11,956431
2022-10-17,SCNC,71.02,878156
2022-10-18,SCNC,68.66,1626894
2022-10-19,SCNC,65.79,1931009
2022-10-20,SCNC,64.85,1058625
2022-10-21,SCNC,61.78,2255919
2022-10-24,SCNC,60.82,1163613
2022-10-25,SCNC,60.4,951643
2022-10-26,SCNC,63.45,2199469
2022-10-27,SCNC,63.53,664536
2022-10-28,SCNC,62.39,1156854
2022-10-31,SCNC,63.09,902429
2022-11-01,SCNC,62.18,1038633
2022-11-02,SCNC,63.92,1568268
2022-11-03,SCNC,63.69,589077
2022-11-04,SCNC,65.92,1684376
2022-11-07,SCNC,68.68,1827825
2022-11-08,SCNC,69.56,1111769
2022-11-09,SCNC,70.47,1077827
2022-11-10,SCNC,73.17,1828101
2022-11-11,SCNC,69.56,2256821
2022-11-14,SCNC,68.71,1076310
2022-11-15,SCNC,72.64,2185146
2022-11-16,SCNC,72.56,594223
2022-11-17,SCNC,73.7,1035267
2022-11-18,SCNC,77.68,2342774
2022-11-21,SCNC,77.24,939017
2022-11-22,SCNC,77.07,699235
2022-11-23,SCNC,78.99,1494353
2022-11-24,SCNC,77.65,1124129
2022-11-25,SCNC,78.03,685671
2022-11-28,SCNC,80.8,1777639
2022-11-29,SCNC,82.34,1077270
2022-11-30,SCNC,81.36,1168221
2022-12-01,SCNC,83.9,1561983
2022-12-02,SCNC,89,2512513
2022-12-05,SCNC,87.8,1196564
2022-12-06,SCNC,80.65,3230913
2022-12-07,SCNC,80.57,701600
2022-12-08,SCNC,78.01,1634438
2022-12-09,SCNC,77.75,716354
2022-12-12,SCNC,77.29,737243
2022-12-13,SCNC,77.25,563057
2022-12-14,SCNC,79.64,1619598
2022-12-15,SCNC,78.31,1157795
2022-12-16,SCNC,79.16,962975
2022-12-19,SCNC,74.64,2529405
2022-12-20,SCNC,76.31,1356829
2022-12-21,SCNC,75.62,992259
2022-12-22,SCNC,70.35,2756221
2022-12-23,SCNC,70.99,1030291
2022-12-26,SCNC,69.69,1341262
2022-12-27,SCNC,69.11,933229
2022-12-28,SCNC,68.24,1049933
2022-12-29,SCNC,69.88,1398596
2022-12-30,SCNC,69.56,926554
2023-01-02,SCNC,69.86,872248
2023-01-03,SCNC,73.96,2476951
2023-01-04,SCNC,74.85,852443
2023-01-05,SCNC,74.22,941579
2023-01-06,SCNC,74.3,766070
2023-01-09,SCNC,73.88,942553
2023-01-10,SCNC,73.06,936800
2023-01-11,SCNC,71.36,1267088
2023-01-12,SCNC,71.2,557043
2023-01-13,SCNC,67.32,2256534
2023-01-16,SCNC,66.89,783217
2023-01-17,SCNC,68.04,1161616
2023-01-18,SCNC,68.82,865875
2023-01-19,SCNC,68.43,840536
2023-01-20,SCNC,69.62,1098490
2023-01-23,SCNC,68.56,1112321
2023-01-24,SCNC,68.23,824254
2023-01-25,SCNC,68.07,813121
2023-01-26,SCNC,66.71,1266194
2023-01-27,SCNC,67.2,829411
2023-01-30,SCNC,67.58,718827
2023-01-31,SCNC,65.71,1348745
2023-02-01,SCNC,67.05,1340813
2023-02-02,SCNC,64.91,1700918
2023-02-03,SCNC,66.11,1017783
2023-02-06,SCNC,65.02,1055259
2023-02-07,SCNC,64.72,655742
2023-02-08,SCNC,66.2,1387903
2023-02-09,SCNC,65.02,1332604
2023-02-10,SCNC,66.52,1332035
2023-02-13,SCNC,67.68,1135892
2023-02-14,SCNC,68.4,951361
2023-02-15,SCNC,68.52,753366
2023-02-16,SCNC,70.95,1828759
2023-02-17,SCNC,69.75,1049417
2023-02-20,SCNC,71.07,1187445
2023-02-21,SCNC,72,1183848
2023-02-22,SCNC,71.29,937666
2023-02-23,SCNC,72.06,953217
2023-02-24,SCNC,69.49,1887573
2023-02-27,SCNC,65.45,2535669
2023-02-28,SCNC,65.28,787249
2023-03-01,SCNC,68.47,2128613
2023-03-02,SCNC,67.1,1306836
2023-03-03,SCNC,65.34,1447633
2023-03-06,SCNC,66.03,937213
2023-03-07,SCNC,66.44,794911
2023-03-08,SCNC,66.83,758748
2023-03-09,SCNC,65.29,1267537
2023-03-10,SCNC,62.42,2170373
2023-03-13,SCNC,62.44,617475
2023-03-14,SCNC,61.94,870766
2023-03-15,SCNC,58.89,2299123
2023-03-16,SCNC,57.12,1495135
2023-03-17,SCNC,55.68,1324663
2023-03-20,SCNC,55.36,787511
2023-03-21,SCNC,56.24,1060761
2023-03-22,SCNC,53.16,2368392
2023-03-23,SCNC,51.95,1361206
2023-03-24,SCNC,52.56,943350
2023-03-27,SCNC,54.05,1473343
2023-03-28,SCNC,53.26,1134341
2023-03-29,SCNC,54.16,1043567
2023-03-30,SCNC,56.78,1967685
2023-03-31,SCNC,55.97,1048303
2023-04-03,SCNC,58.39,1889239
2023-04-04,SCNC,58.32,752440
2023-04-05,SCNC,58.32,666833
2023-04-06,SCNC,59.53,1236306
2023-04-07,SCNC,60.42,1219835
2023-04-10,SCNC,59.26,1305312
2023-04-11,SCNC,61.28,1669156
2023-04-12,SCNC,61.06,575590
2023-04-13,SCNC,59.43,1554213
2023-04-14,SCNC,57.28,1689683
2023-04-17,SCNC,57.1,808884
2023-04-18,SCNC,55.34,1561184
2023-04-19,SCNC,54.45,1181036
2023-04-20,SCNC,53.33,1374318
2023-04-21,SCNC,52.83,907653
2023-04-24,SCNC,54.18,1400136
2023-04-25,SCNC,51.95,1948740
2023-04-26,SCNC,50.71,1336890
2023-04-27,SCNC,49.85,1070949
2023-04-28,SCNC,48.11,1766402
2023-05-01,SCNC,48.64,1017077
2023-05-02,SCNC,47.96,1047897
2023-05-03,SCNC,47.29,1126239
2023-05-04,SCNC,46.79,1094086
2023-05-05,SCNC,46.39,915101
2023-05-08,SCNC,47.25,1152367
2023-05-09,SCNC,48,1111658
2023-05-10,SCNC,49.26,1304541
2023-05-11,SCNC,48.21,1358151
2023-05-12,SCNC,46.77,1619427
2023-05-15,SCNC,49.92,2502654
2023-05-16,SCNC,50.55,1069327
2023-05-17,SCNC,49.32,1222831
2023-05-18,SCNC,49.42,701448
2023-05-19,SCNC,49.43,580287
2023-05-22,SCNC,48.45,1254378
2023-05-23,SCNC,48.56,715645
2023-05-24,SCNC,49.01,920264
2023-05-25,SCNC,48.8,675831
2023-05-26,SCNC,50.3,1627797
2023-05-29,SCNC,50.64,860775
2023-05-30,SCNC,49.9,1056805
2023-05-31,SCNC,49.44,962080
2023-06-01,SCNC,48.59,1136298
2023-06-02,SCNC,46.84,1788015
2023-06-05,SCNC,47.81,1182642
2023-06-06,SCNC,47.92,669101
2023-06-07,SCNC,45.71,2041607
2023-06-08,SCNC,47.3,1538264
2023-06-09,SCNC,48.66,1413939
2023-06-12,SCNC,48.24,862652
2023-06-13,SCNC,49.21,1169293
2023-06-14,SCNC,49.79,881379
2023-06-15,SCNC,50.14,755666
2023-06-16,SCNC,50.4,864121
2023-06-19,SCNC,47.74,2295641
2023-06-20,SCNC,49.13,1511106
2023-06-21,SCNC,48.49,880822
2023-06-22,SCNC,47.26,1359391
2023-06-23,SCNC,45.91,1544178
2023-06-26,SCNC,44.34,1637442
2023-06-27,SCNC,44.85,1042960
2023-06-28,SCNC,47.01,1985478
2023-06-29,SCNC,45.97,1234882
2023-06-30,SCNC,46.34,787160
2023-07-03,SCNC,46.19,743567
2023-07-04,SCNC,46.38,720056
2023-07-05,SCNC,46.23,587230
2023-07-06,SCNC,46.1,596329
2023-07-07,SCNC,47.44,1513357
2023-07-10,SCNC,46.46,1271863
2023-07-11,SCNC,46.3,690672
2023-07-12,SCNC,45.29,1424850
2023-07-13,SCNC,45.7,862129
2023-07-14,SCNC,48.66,2526154
2023-07-17,SCNC,50.44,1695786
2023-07-18,SCNC,50.49,601582
2023-07-19,SCNC,50.86,765264
2023-07-20,SCNC,50.23,885336
2023-07-21,SCNC,48.64,1563017
2023-07-24,SCNC,49.78,1217961
2023-07-25,SCNC,50.68,1072146
2023-07-26,SCNC,52.06,1461582
2023-07-27,SCNC,50.78,1485860
2023-07-28,SCNC,50.91,624619
2023-07-31,SCNC,50.76,633518
2023-08-01,SCNC,49.31,1583642
2023-08-02,SCNC,49.08,840083
2023-08-03,SCNC,48.23,1195759
2023-08-04,SCNC,50.11,1776233
2023-08-07,SCNC,50.38,823389
2023-08-08,SCNC,49.97,1020689
2023-08-09,SCNC,49.72,872013
2023-08-10,SCNC,51.14,1627343
2023-08-11,SCNC,47.86,2728278
2023-08-14,SCNC,46.43,1423544
2023-08-15,SCNC,46.72,904189
2023-08-16,SCNC,47.27,875330
2023-08-17,SCNC,47.57,797309
2023-08-18,SCNC,46.36,1499811
2023-08-21,SCNC,47.25,1116844
2023-08-22,SCNC,48.4,1273765
2023-08-23,SCNC,51.67,2589650
2023-08-24,SCNC,50.19,1476906
2023-08-25,SCNC,51.99,1758958
2023-08-28,SCNC,52.29,868010
2023-08-29,SCNC,52.21,743786
2023-08-30,SCNC,51.07,1159833
2023-08-31,SCNC,50.07,1204268
2023-09-01,SCNC,50.39,772180
2023-09-04,SCNC,51.28,1256526
2023-09-05,SCNC,53.45,1970263
2023-09-06,SCNC,54.53,1119906
2023-09-07,SCNC,52.67,1734547
2023-09-08,SCNC,51.3,1368203
2023-09-11,SCNC,49.59,1800291
2023-09-12,SCNC,50.69,1392063
2023-09-13,SCNC,50.1,1038807
2023-09-14,SCNC,50.79,1154144
2023-09-15,SCNC,48,2391867
2023-09-18,SCNC,47.95,537012
2023-09-19,SCNC,48.26,926659
2023-09-20,SCNC,49.22,1105595
2023-09-21,SCNC,50.16,1247156
2023-09-22,SCNC,49.09,1260247
2023-09-25,SCNC,49.94,1234821
2023-09-26,SCNC,49.66,773006
2023-09-27,SCNC,49.95,875143
2023-09-28,SCNC,49.08,1061934
2023-09-29,SCNC,48.5,1055045
2023-10-02,SCNC,47.07,1571270
2023-10-03,SCNC,46,1247350
2023-10-04,SCNC,45.2,1106979
2023-10-05,SCNC,44.1,1347283
2023-10-06,SCNC,44.4,858878
2023-10-09,SCNC,46.71,2139515
2023-10-10,SCNC,45.41,1438503
2023-10-11,SCNC,45.31,657927
2023-10-12,SCNC,44.04,1417377
2023-10-13,SCNC,42.27,1846359
2023-10-16,SCNC,42.59,829181
2023-10-17,SCNC,42.04,1033801
2023-10-18,SCNC,43.53,1606505
2023-10-19,SCNC,45.77,2122962
2023-10-20,SCNC,46.01,835395
2023-10-23,SCNC,46.04,648242
2023-10-24,SCNC,44.13,1930821
2023-10-25,SCNC,41.31,2783392
2023-10-26,SCNC,42.2,1194675
2023-10-27,SCNC,42.14,581879
2023-10-30,SCNC,42.38,730478
2023-10-31,SCNC,42.65,845207
2023-11-01,SCNC,42.18,893613
2023-11-02,SCNC,42.33,866993
2023-11-03,SCNC,39.96,2381227
2023-11-06,SCNC,37.88,2203227
2023-11-07,SCNC,36.6,1697977
2023-11-08,SCNC,37.39,1206257
2023-11-09,SCNC,36.85,1062034
2023-11-10,SCNC,35.96,1446280
2023-11-13,SCNC,38.25,2627440
2023-11-14,SCNC,39.62,1741823
2023-11-15,SCNC,39.23,926629
2023-11-16,SCNC,39.57,764099
2023-11-17,SCNC,39.48,701564
2023-11-20,SCNC,40.31,1303340
2023-11-21,SCNC,38.99,1717947
2023-11-22,SCNC,40.39,1793092
2023-11-23,SCNC,39.14,1468359
2023-11-24,SCNC,39.79,1087447
2023-11-27,SCNC,40.74,1292219
2023-11-28,SCNC,40.09,1143126
2023-11-29,SCNC,41.95,2059999
2023-11-30,SCNC,42.12,575727
2023-12-01,SCNC,41.45,1124815
2023-12-04,SCNC,41.31,697375
2023-12-05,SCNC,42.48,1484607
2023-12-06,SCNC,42.76,907955
2023-12-07,SCNC,42.76,543086
2023-12-08,SCNC,41.06,1772633
2023-12-11,SCNC,40.52,1002495
2023-12-12,SCNC,40.1,1046298
2023-12-13,SCNC,40.24,743848
2023-12-14,SCNC,39.73,1109770
2023-12-15,SCNC,38.01,1991033
2023-12-18,SCNC,36.98,1412883
2023-12-19,SCNC,38.01,1416322
2023-12-20,SCNC,38.36,748012
2023-12-21,SCNC,38.79,1040674
2023-12-22,SCNC,37.02,2054897
2023-12-25,SCNC,37.71,1124919
2023-12-26,SCNC,36.58,1607418
2023-12-27,SCNC,37.07,1173327
2023-12-28,SCNC,35.88,1574835
2023-12-29,SCNC,35.51,974755
2024-01-01,SCNC,35.07,1062052
2024-01-02,SCNC,34.29,1226655
2024-01-03,SCNC,34.16,816647
2024-01-04,SCNC,34.1,821773
2024-01-05,SCNC,34.03,774872
2024-01-08,SCNC,34.04,599562
2024-01-09,SCNC,34.07,616480
2024-01-10,SCNC,34.09,513844
2024-01-11,SCNC,34.36,904814
2024-01-12,SCNC,35.24,1400018
2024-01-15,SCNC,35.61,860973
2024-01-16,SCNC,36.17,1109730
2024-01-17,SCNC,34.57,1880059
2024-01-18,SCNC,35.96,1813678
2024-01-19,SCNC,35.15,1443460
2024-01-22,SCNC,34.38,1291114
2024-01-23,SCNC,33.51,1500817
2024-01-24,SCNC,35.57,2347664
2024-01-25,SCNC,34.43,1690344
2024-01-26,SCNC,34.72,916143
2024-01-29,SCNC,34.85,773092
2024-01-30,SCNC,36.01,1675865
2024-01-31,SCNC,35.88,696380
2024-02-01,SCNC,37.21,1694079
2024-02-02,SCNC,36.07,1543322
2024-02-05,SCNC,36.14,644103
2024-02-06,SCNC,37.33,1596748
2024-02-07,SCNC,37.37,671082
2024-02-08,SCNC,38.08,1236579
2024-02-09,SCNC,38.86,1196638
2024-02-12,SCNC,38.39,1070271
2024-02-13,SCNC,37.31,1596432
2024-02-14,SCNC,37.78,962653
2024-02-15,SCNC,37.95,865334
2024-02-16,SCNC,39.64,1988702
2024-02-19,SCNC,39.86,742496
2024-02-20,SCNC,39.7,750331
2024-02-21,SCNC,38.26,1779221
